Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN007;FN023;FN024;FN038
"Sao Leopoldo";189258;187091;1999;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";180402;20051;11297041.4;10435440.06;861601.34;12876996.75;NA;1490812.5;106893;NA
"Sao Leopoldo";193547;192895;2000;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";188909;23779;11436291.45;10569929.67;866361.78;13601868.28;NA;1413314.96;NA;NA
"Sao Leopoldo";196531;195869;2001;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";189929;20952;12682171.67;11734370.79;947800.88;15387480.14;NA;1131867.67;8330291;NA
"Sao Leopoldo";198942;198272;2002;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";196706;36312;14972074.96;13724515.47;1247559.49;18040707.32;NA;1350584.87;309008.2;NA
"Sao Leopoldo";201446;200767;2003;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";199809;32431;21423392.4;19287193.81;2136198.59;20011333.66;NA;1373978.23;339787.45;NA
"Sao Leopoldo";206702;206006;2004;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";202500;36259;25736614.37;23681198.03;2055416.34;23287126.33;NA;4048587.82;375381.17;NA
"Sao Leopoldo";209611;208905;2005;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";206262;36977;29929227;27364731;2564496;26727912;NA;1330977.07;387219.34;NA
"Sao Leopoldo";212498;211782;2006;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";210888;37208;32637625;29767361;2870264;29392264;NA;4567108.45;395255.28;NA
"Sao Leopoldo";207721;207021;2007;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";198675;25956;33370776;30458524;2912252;31056082.4;NA;3321205.94;48734.93;NA
"Sao Leopoldo";210145;209437;2008;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";203671;32852;36711000.9;33551630.68;3159370.22;32956973.53;NA;8171710.92;2237726.47;NA
"Sao Leopoldo";211663;210950;2009;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";208730;32852;42258318;38828897;3429421;40447475;NA;3859686;3157925;NA
"Sao Leopoldo";214087;213238;2010;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";207970;58765;46273047.89;39605078.43;6667969.46;46234132.97;NA;6083514.92;2834869.58;NA
"Sao Leopoldo";215664;214809;2011;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";212496;58773;50328192;44421635;5906557;52712280;NA;1799605.18;723819.69;NA
"Sao Leopoldo";217189;216328;2012;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";212496;58773;52601329.22;47433149.04;5168180.18;55593010.11;NA;3422245.35;1027921.61;NA
"Sao Leopoldo";225520;224626;2013;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";218225;31488;53002648.31;48940931.34;4061716.97;60371134.46;NA;5616038.82;4189792.27;NA
"Sao Leopoldo";226988;226088;2014;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";223349;34202;62877714.74;58000549.31;4877165.43;66512413.41;NA;8361934.26;2508903.26;NA
"Sao Leopoldo";228370;227464;2015;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";225938;41945;65157173.08;59297983.39;5859189.69;69395795.8;NA;3804009.07;1108810.77;NA
"Sao Leopoldo";229678;228767;2016;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";226482;41442;75184833.3;68163056.08;7021777.22;78226465.15;NA;3347023.81;1173738.38;NA
"Sao Leopoldo";230914;229998;2017;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";229998;41748;82082267.3;74310935.27;7771332.03;88140669.98;NA;544647;1801433;NA
"Sao Leopoldo";234947;234015;2018;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";232703;42407;80391573.73;72730929.59;7660644.14;87590277.46;NA;190753;4005735;NA
"Sao Leopoldo";236835;235896;2019;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";235051;40842;89610808;80968194;8642614;91893293.64;NA;3134719.7;1717421;NA
"Sao Leopoldo";238648;237702;2020;"Servico Municipal de Agua e Esgotos";"Agua e Esgoto";"Autarquia";236803;41377;7728696.34;6993145.93;735550.41;8620312.5;NA;1955054.08;3299229.27;NA
"Uruguaiana";125320;117307;2011;"Foz de Uruguaiana S/A";"Agua e Esgoto";"Empresa privada";111181;18608;9557249.18;8544658.66;1012590.52;6474151.27;NA;1020568.94;3999197.77;NA
"Uruguaiana";125209;117203;2012;"Foz de Uruguaiana S/A";"Agua e Esgoto";"Empresa privada";118524;28446;23670099.39;20962428.48;2707670.91;23582360.79;NA;6257226.36;23794034.71;NA
"Uruguaiana";129504;121224;2013;"ODEBRECHT AMBIENTAL URUGUAIANA S.A.";"Agua e Esgoto";"Empresa privada";120752;58466;27324946.11;23337753.03;3987193.08;28403545.9;NA;3392861.93;24603398.63;NA
"Uruguaiana";129580;121295;2014;"ODEBRECHT AMBIENTAL URUGUAIANA S.A.";"Agua e Esgoto";"Empresa privada";122381;85028;32846170.17;26418017.72;6428152.45;32229513.45;NA;2031417.52;29331452.59;NA
"Uruguaiana";129652;121362;2015;"ODEBRECHT AMBIENTAL URUGUAIANA S.A.";"Agua e Esgoto";"Empresa privada";123989;93319;34317039.52;26230786.62;8086252.9;34814649.17;NA;8332995.39;10913174.21;NA
"Uruguaiana";129720;121426;2016;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";125351;101691;37450038.94;27964980.79;9485058.15;36564978.96;NA;10078599.85;6266286.53;NA
"Uruguaiana";129784;121486;2017;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";126976;108575;42545950.43;31394333.96;11151616.47;40912865.31;NA;6412506.25;13668765.55;NA
"Uruguaiana";127079;118954;2018;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";127079;111744;47813383.51;34248344.52;13565038.99;47752382.11;NA;2249583.43;6139753.14;NA
"Uruguaiana";126970;118852;2019;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";126970;115810;50236286.3;34114049.71;16122236.59;50858219;NA;1764607;23353906;NA
"Uruguaiana";126866;118755;2020;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";118755;108921;57901451.28;39082755.24;18818696.04;56155664.63;NA;5221019.53;16237327.76;NA
