Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN023;FN024
"Miraguai";4429;1571;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Miraguai";4321;1533;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2347;NA;418697.51;418697.51;NA;444060.67;397.84;NA
"Miraguai";4869;1803;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2451;NA;455802.09;455802.09;NA;444623.73;2119.97;NA
"Miraguai";4995;1850;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2573;NA;508623.36;508623.36;NA;499076.34;3034.86;NA
"Miraguai";4986;1846;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2660;NA;590322.05;590322.05;NA;NA;NA;NA
"Miraguai";4855;2069;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2520;NA;623844.41;623844.41;NA;614877.1;92214.54;NA
"Miraguai";4842;2063;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2091;NA;737386.26;737386.26;NA;781050.62;292.53;NA
"Miraguai";4828;2057;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2118;NA;881504.17;881504.17;NA;783289.88;NA;NA
"Miraguai";4990;2127;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2771;NA;928364.49;928364.49;NA;941234.11;1574.96;NA
"Miraguai";4985;2124;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2826;NA;1098558.91;1098558.91;NA;1058963.83;15936.92;NA
"Miraguai";4982;2123;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2999;NA;1226268.71;1226268.71;NA;1170026.58;11713.01;NA
"Miraguai";4978;2121;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2121;NA;1270236.74;1270236.74;NA;1260275.29;6337.85;NA
"Miraguai";4975;2120;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2120;NA;1392718.18;1392718.18;NA;1512981.12;NA;NA
"Miraguai";4824;2056;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2056;NA;1604517.2;1604517.2;NA;1549867.84;1343.53;NA
"Miraguai";4925;2099;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2099;NA;1790214.07;1790214.07;NA;1875311.46;8387.57;NA
"Miraguai";4911;2093;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2093;NA;1944391.82;1944391.82;NA;1958644.75;251804.54;NA
"Montenegro";49316;44353;1996;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";41000;NA;NA;2832148.71;NA;2879272.44;271929.18;NA
"Montenegro";50631;45536;1997;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";42832;NA;3339864;3339864;NA;3309801;1894636;NA
"Montenegro";51787;46575;1998;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";43374;NA;NA;2959804;NA;3194047;2070195;NA
"Montenegro";52904;47580;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";41219;NA;NA;3494938.63;NA;3288098.62;351138.14;NA
"Montenegro";54692;48862;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";45238;NA;NA;4029478.15;NA;3763064.46;177861.21;NA
"Montenegro";55237;49349;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";46519;NA;2139443.98;2139443.98;NA;4058312.18;463128.52;NA
"Montenegro";56041;50067;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";46076;NA;4819125.45;4819125.45;NA;4696989.49;661867.23;NA
"Montenegro";56874;50811;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";47513;NA;5833432.21;5833432.21;NA;5622732.34;193940.68;NA
"Montenegro";58623;52374;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";48205;NA;6664595.22;6664595.22;NA;6617297.16;50795.08;NA
"Montenegro";59591;53239;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";49325;NA;7641090.23;7641090.23;NA;7554015.35;203241.49;NA
"Montenegro";60551;54096;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";45953;NA;8856694.53;8856694.53;NA;9176059.77;439489.62;NA
"Montenegro";56790;50470;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";46902;NA;9797765.25;9797765.25;NA;9809745.38;398582.31;NA
"Montenegro";59110;52532;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";48014;NA;10709411.38;10709411.38;NA;10796575.33;401267.5;NA
"Montenegro";59557;52929;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";49080;NA;11592233.5;11592233.5;NA;NA;847238.54;NA
"Montenegro";59415;53629;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";47404;NA;12252460.64;12252460.64;NA;12560179.12;131785.37;NA
"Montenegro";59812;53987;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";54150;NA;13245459.45;13245459.45;NA;13327881.03;69715.1;NA
"Montenegro";60196;54334;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";49804;NA;13620374.39;13620374.39;NA;14493259.69;395918.44;NA
"Montenegro";62484;56399;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";51311;NA;14523790.29;14523790.29;NA;15217899.34;366038;6068.99
"Montenegro";62861;56739;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";53198;NA;16352349.67;16352349.67;NA;16542131.39;953189.71;400360.88
"Montenegro";63216;57060;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";54139;NA;17780419.87;17780419.87;NA;17853902.6;819531.54;NA
"Montenegro";63551;57362;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";55189;NA;19717090.29;19717090.29;NA;19886367.93;1032018.71;NA
"Montenegro";63868;57648;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";56199;NA;22829857.71;22829857.71;NA;22173082.44;572030.22;62473.56
"Montenegro";64788;58479;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";56731;NA;25916807.13;25916807.13;NA;26908585.5;241253.05;645570.51
"Montenegro";65264;58908;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";57721;NA;27420921.53;27420921.53;NA;28131168.45;244156.47;NA
"Montenegro";65721;59321;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";58644;NA;30204261.72;30204261.72;NA;30866475.3;209863.94;NA
"Morro Redondo";5903;1959;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Redondo";5998;2151;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Redondo";5990;2148;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";849;NA;10657.65;10657.65;NA;50611.93;NA;NA
"Morro Redondo";5983;2146;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1337;NA;77531.88;77531.88;NA;72907.97;7758.5;NA
"Morro Redondo";5976;2143;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1454;NA;105583.54;105583.54;NA;97033.39;41807.28;NA
"Morro Redondo";5961;2138;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1573;NA;132762.67;132762.67;NA;131137.79;NA;NA
"Morro Redondo";5953;2135;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1906;NA;186983.65;186983.65;NA;185480.96;7678.77;NA
"Morro Redondo";5945;2132;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1814;NA;198890.21;198890.21;NA;216885.07;15515.95;NA
"Morro Redondo";6199;2623;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1931;NA;277277.65;277277.65;NA;278283.36;1766.33;NA
"Morro Redondo";6437;2724;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1804;NA;315288.19;315288.19;NA;334479.8;420.31;NA
"Morro Redondo";6477;2741;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1844;NA;336004.16;336004.16;NA;NA;NA;NA
"Morro Redondo";6227;2648;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1758;NA;354069.17;354069.17;NA;375705.76;39550.22;NA
"Morro Redondo";6245;2656;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2689;NA;386625.54;386625.54;NA;389533.65;NA;NA
"Morro Redondo";6262;2663;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1970;NA;435557.8;435557.8;NA;447242.39;76787.92;NA
"Morro Redondo";6488;2759;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2071;NA;516287.89;516287.89;NA;532859.14;NA;NA
"Morro Redondo";6509;2768;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2157;NA;575536.29;575536.29;NA;590350.63;3486.82;NA
"Morro Redondo";6529;2776;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2228;NA;621088.15;621088.15;NA;617174.43;15482.8;NA
"Morro Redondo";6548;2785;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2321;NA;689922.74;689922.74;NA;676303.44;NA;NA
"Morro Redondo";6566;2792;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2432;NA;781046.79;781046.79;NA;801863.97;3874;NA
"Morro Redondo";6546;2784;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2784;NA;800067.6;800067.6;NA;797485.11;6124.42;NA
"Morro Redondo";6568;2793;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2492;NA;872449.16;872449.16;NA;904994.01;11563.97;NA
"Morro Redondo";6589;2802;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2549;NA;936788.07;936788.07;NA;957833.86;59175.29;NA
"Morro Reuter";4958;3810;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";5058;3887;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";4984;4156;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";5057;4217;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";5145;4290;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";5219;4352;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";5375;4482;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";5462;4555;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Morro Reuter";5548;4626;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2521;NA;474995.62;474995.62;NA;484157.48;124363.97;NA
"Morro Reuter";5599;4741;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3081;NA;499087.04;499087.04;NA;510776.71;45131.42;NA
"Morro Reuter";5897;4993;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3068;NA;610301.21;610301.21;NA;617848.54;31022.41;NA
"Morro Reuter";5985;5068;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3171;NA;667168.08;667168.08;NA;NA;NA;NA
"Morro Reuter";5676;4841;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2991;NA;723186.57;723186.57;NA;741587.52;NA;NA
"Morro Reuter";5730;4887;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4887;NA;774504.68;774504.68;NA;785794.83;NA;NA
"Morro Reuter";5781;4931;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3270;NA;864387.03;864387.03;NA;887293.69;744.67;NA
"Morro Reuter";6008;5124;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3377;NA;934510.05;934510.05;NA;956218.88;781.47;NA
"Morro Reuter";6056;5165;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3490;NA;1031256.88;1031256.88;NA;1047348.8;NA;NA
"Morro Reuter";6100;5203;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3559;NA;1101958.87;1101958.87;NA;1111721.58;NA;NA
"Morro Reuter";6143;5239;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3614;NA;1259881.2;1259881.2;NA;1260271.62;NA;NA
"Morro Reuter";6183;5273;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3664;NA;1424163.81;1424163.81;NA;1435282.61;NA;NA
"Morro Reuter";6344;5411;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3729;NA;1483324.85;1483324.85;NA;1501982.63;9080.32;NA
"Morro Reuter";6407;5464;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3799;NA;1622011.61;1622011.61;NA;1644172.3;10334.97;NA
"Morro Reuter";6513;5555;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3887;NA;1740374.81;1740374.81;NA;1777721.22;2190.79;NA
"Mostardas";9433;5290;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Mostardas";9491;5322;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Mostardas";11658;7029;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Mostardas";11972;7218;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Mostardas";12199;7355;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Mostardas";12449;7506;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4305;NA;411382.91;411382.91;NA;402397.96;10937.85;NA
"Mostardas";12976;7824;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4472;NA;502968.26;502968.26;NA;460952.57;36420.04;NA
"Mostardas";13268;8000;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4452;NA;536625.35;536625.35;NA;532639.83;5549.5;NA
"Mostardas";13557;8174;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2240;NA;566458.54;566458.54;NA;598541.87;8057.16;NA
"Mostardas";11903;7875;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3453;NA;586186.16;586186.16;NA;601778.7;6358.8;NA
"Mostardas";12334;8160;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2192;NA;614042.15;614042.15;NA;642079.51;1037.08;NA
"Mostardas";12392;8199;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2173;NA;644499.27;644499.27;NA;NA;306.11;NA
"Mostardas";12124;8143;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1956;NA;686117.24;686117.24;NA;736701.36;16667.27;NA
"Mostardas";12160;8167;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";8317;NA;762742.03;762742.03;NA;787662.73;3643.08;NA
"Mostardas";12195;8191;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1926;NA;793031.6;793031.6;NA;827770.2;625.63;NA
"Mostardas";12637;8488;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1939;NA;818385.64;818385.64;NA;849914.52;904.44;NA
"Mostardas";12679;8516;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1954;NA;909990.82;909990.82;NA;927478.31;3993.1;NA
"Mostardas";12720;8543;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1957;NA;958662.54;958662.54;NA;967518.04;3054.88;NA
"Mostardas";12758;8569;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1962;NA;1019905.81;1019905.81;NA;1036473.44;944.54;NA
"Mostardas";12794;8593;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1957;NA;1077727.3;1077727.3;NA;1105257.39;6513.57;NA
"Mostardas";12760;8570;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1915;NA;1072148.25;1072148.25;NA;1105316.73;7180.67;419327.78
"Mostardas";12804;8600;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1936;NA;1113138.74;1113138.74;NA;1143160.35;1898.54;NA
"Mostardas";12847;8629;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1916;NA;1192926.27;1192926.27;NA;1236388.3;1163.62;NA
"Muitos Capoes";3116;1012;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";890;NA;163982.6;163982.6;NA;231796.22;77759.68;NA
"Muitos Capoes";3127;1015;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";904;NA;206157.72;206157.72;NA;258958.61;11577.12;NA
"Muitos Capoes";3137;1018;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";967;NA;276598.96;276598.96;NA;258452.29;NA;NA
"Muitos Capoes";3147;1022;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";989;NA;329848.26;329848.26;NA;347386.6;290.68;NA
"Muitos Capoes";3156;1025;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1015;NA;369208.42;369208.42;NA;375065.47;129912.36;NA
"Muitos Capoes";3151;1023;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1023;NA;387299.86;387299.86;NA;384784.24;21132.58;NA
"Muitos Capoes";3162;1026;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1026;NA;414439.43;414439.43;NA;424613.59;8659.81;NA
"Muitos Capoes";3173;1030;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1030;NA;439726.76;439726.76;NA;460512.18;1320.43;NA
"Nao-Me-Toque";14099;11225;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Nao-Me-Toque";14187;11296;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Nao-Me-Toque";14413;11794;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";12567;NA;NA;1087580.63;NA;1050112.99;26433.46;NA
"Nao-Me-Toque";14558;11913;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";12871;NA;492798.82;492798.82;NA;1106243.77;14122.05;NA
"Nao-Me-Toque";14653;11990;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";12253;NA;1261366.58;1261366.58;NA;1267674;69120.45;NA
"Nao-Me-Toque";14764;12081;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";12790;NA;1586157.43;1586157.43;NA;1524451.33;158363.71;NA
"Nao-Me-Toque";14997;12272;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";13162;NA;1918271.77;1918271.77;17.44;1909017.14;20567.2;NA
"Nao-Me-Toque";15127;12378;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";13432;NA;2092883.44;2092883.44;NA;2082927.18;452032.92;NA
"Nao-Me-Toque";15255;12483;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";12760;NA;2260447.85;2260447.85;NA;2312005.26;75491.91;NA
"Nao-Me-Toque";15228;13096;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";13022;NA;2381001.31;2381001.31;NA;2443475.11;73906.4;NA
"Nao-Me-Toque";15876;13653;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";13339;NA;2715094.17;2715094.17;NA;2731682.49;262554.86;NA
"Nao-Me-Toque";16012;13770;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";13749;NA;2999719.42;2999719.42;NA;NA;274297.11;NA
"Nao-Me-Toque";15936;13966;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";13491;NA;3217404.54;3217404.54;NA;3324893.12;152204.85;NA
"Nao-Me-Toque";16053;14069;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";14145;NA;3569774.68;3569774.68;NA;3582496.49;132641.44;NA
"Nao-Me-Toque";16166;14168;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";14320;NA;3999606.59;3999606.59;NA;4098441.21;49437.76;NA
"Nao-Me-Toque";16785;14710;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";14695;NA;4408381.99;4408381.99;NA;4441083.18;168783.21;NA
"Nao-Me-Toque";16894;14806;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";15334;NA;5017719.97;5017719.97;NA;5050640.28;61022.57;NA
"Nao-Me-Toque";16997;14896;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";15805;NA;5274486.85;5274486.85;NA;5305300.89;327801.63;NA
"Nao-Me-Toque";17094;14981;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";14981;NA;5924717.91;5924717.91;NA;5925919.8;108589.84;NA
"Nao-Me-Toque";17185;15061;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";15061;NA;6497188.6;6497188.6;NA;6526610.21;232708.5;NA
"Nao-Me-Toque";17484;15323;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";15323;NA;6874864.38;6874864.38;NA;6949186.18;95718.86;NA
"Nao-Me-Toque";17624;15445;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";15445;NA;7511501.73;7511501.73;NA;7603873.04;79891.06;NA
"Nao-Me-Toque";17758;15563;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";15563;NA;8085622.73;8085622.73;NA;8288281.55;60275.73;NA
"Nonoai";12675;7882;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Nonoai";12679;7884;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Nonoai";12822;8794;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Nonoai";12841;8807;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Nonoai";12862;8821;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";8878;NA;782826.31;782826.31;NA;775239.82;170629.97;NA
"Nonoai";12881;8834;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";9160;NA;930509.38;930509.38;NA;908096.68;262477.87;NA
"Nonoai";12919;8861;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";9370;NA;1037802.7;1037802.7;NA;1018310.54;6203.88;NA
"Nonoai";12941;8876;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";9641;NA;1164186.4;1164186.4;NA;1168046.82;192759.65;NA
"Nonoai";12962;8890;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";8544;NA;1277851.79;1277851.79;NA;1307274.38;23097.3;NA
"Nonoai";12327;9043;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";8788;NA;1394799.33;1394799.33;NA;1418329.61;13881.46;NA
