Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN023;FN024
"Acegua";4036;964;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Acegua";4109;981;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;152699.73;152699.73;NA;145815.8;NA;NA
"Acegua";4149;991;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Acegua";4188;1000;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1134;NA;174276.8;174276.8;NA;193808.32;1591.38;NA
"Acegua";4138;988;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1124;NA;178576.85;178576.85;NA;184375.67;1066.25;NA
"Acegua";4312;1030;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1244;NA;222586.77;222586.77;NA;228514.25;2685.41;NA
"Acegua";4347;1038;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1284;NA;235084.92;235084.92;NA;NA;2333.91;NA
"Acegua";4394;1059;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1224;NA;249568.95;249568.95;NA;259633.51;2960.56;NA
"Acegua";4430;1068;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1064;NA;269415.2;269415.2;NA;275668.95;NA;NA
"Acegua";4465;1076;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1069;NA;312374.79;312374.79;NA;399945.55;19365.45;NA
"Acegua";4638;1118;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1444;NA;357525.93;357525.93;NA;367224.53;NA;NA
"Acegua";4671;1126;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1488;NA;444046.54;444046.54;NA;450548.75;NA;NA
"Acegua";4702;1133;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1565;NA;455799.89;455799.89;NA;470837.99;NA;NA
"Acegua";4731;1140;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1146;NA;560949.55;560949.55;NA;563503.16;12001.45;NA
"Acegua";4759;1147;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1153;NA;626129.59;626129.59;NA;629782.96;45334.02;NA
"Acegua";4858;1171;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1177;NA;659158.88;659158.88;NA;685539.49;3497.04;446983.8
"Acegua";4901;1181;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1187;NA;713951.91;713951.91;NA;729790.4;6610;2961729.42
"Acegua";4942;1191;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1197;NA;800641.21;800641.21;NA;819757.35;9727.87;698828.09
"Agua Santa";4392;1170;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";4480;1194;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";4127;1172;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";3826;1087;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";3852;1094;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";3880;1102;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";3940;1119;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";3973;1128;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agua Santa";4006;1138;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1075;NA;187002.76;187002.76;NA;205834.73;7554.56;NA
"Agua Santa";3565;1242;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1149;NA;202109.4;202109.4;NA;204948.46;10186.99;NA
"Agua Santa";3638;1267;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1204;NA;231108.81;231108.81;NA;240132.29;NA;NA
"Agua Santa";3619;1261;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1323;NA;250918.77;250918.77;NA;NA;NA;NA
"Agua Santa";3722;1447;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1260;NA;266138.26;266138.26;NA;274630.07;NA;NA
"Agua Santa";3717;1445;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1481;NA;284936.06;284936.06;NA;286808.38;NA;NA
"Agua Santa";3712;1443;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1387;NA;328190.39;328190.39;NA;391102.54;4555.8;NA
"Agua Santa";3838;1492;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1417;NA;352981.54;352981.54;NA;363834.22;NA;NA
"Agua Santa";3839;1492;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1471;NA;398613.63;398613.63;NA;405587.98;NA;NA
"Agua Santa";3840;1493;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1514;NA;420867.58;420867.58;NA;423061.75;NA;NA
"Agua Santa";3841;1493;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1493;NA;482108.77;482108.77;NA;485876.46;15266.53;NA
"Agua Santa";3841;1493;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1493;NA;548629.44;548629.44;NA;553854.88;NA;NA
"Agua Santa";3753;1459;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1459;NA;582311.74;582311.74;NA;598537.74;NA;NA
"Agua Santa";3748;1457;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1457;NA;642366.4;642366.4;NA;656080.1;NA;NA
"Agua Santa";3743;1455;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1455;NA;720717.57;720717.57;NA;740419.29;773277.82;NA
"Agudo";16127;4998;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agudo";16070;4980;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Agudo";17455;5655;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";5730;NA;NA;517511.73;NA;493191.95;4814.97;NA
"Agudo";17533;5680;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";5956;NA;258961.3;258961.3;NA;528130.82;8126.01;NA
"Agudo";17610;5705;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6149;NA;642667.23;642667.23;NA;630679.5;25643.14;NA
"Agudo";17682;5729;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6370;NA;764353.68;764353.68;NA;740348.56;4352.69;NA
"Agudo";17833;5777;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6559;NA;888135.51;888135.51;NA;869904.73;17857.46;NA
"Agudo";17917;5805;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6741;NA;993950.99;993950.99;NA;974992.85;11028.9;53459.85
"Agudo";18000;5832;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6302;NA;1097525.23;1097525.23;NA;1155409.73;12302.23;NA
"Agudo";16714;6626;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6499;NA;1192474.62;1192474.62;NA;1185505.02;16321.2;NA
"Agudo";17114;6785;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6989;NA;1315072.12;1315072.12;NA;1321261.94;51892.47;NA
"Agudo";17063;6764;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7257;NA;1412658.48;1412658.48;NA;NA;10706.3;6625719.26
"Agudo";16722;6889;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6726;NA;1534077.81;1534077.81;NA;1542622.9;1093358.12;NA
"Agudo";16666;6866;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";6977;NA;1681583.46;1681583.46;NA;1657288.36;608369.85;NA
"Agudo";16612;6844;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7093;NA;1765728.07;1765728.07;NA;1904966.7;1538594.79;NA
"Agudo";17161;7070;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7646;NA;1911943.09;1911943.09;NA;1948305.91;647123.12;NA
"Agudo";17140;7061;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7484;NA;2271006.46;2271006.46;NA;2312030.93;6706.73;NA
"Agudo";17120;7053;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";8002;NA;2394747.84;2394747.84;NA;2306081.53;412678.85;NA
"Agudo";17102;7046;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7429;NA;2606043.23;2606043.23;NA;2695223.75;374242.2;NA
"Agudo";17085;7039;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7422;NA;2912426.8;2912426.8;NA;2917577.86;352495.4;NA
"Agudo";16524;6807;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7184;NA;3039773.75;3039773.75;NA;3114673.61;914354.19;NA
"Agudo";16461;6781;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7168;NA;3286539.17;3286539.17;NA;3356585.25;45892.25;NA
"Agudo";16401;6757;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";7150;NA;3612785.96;3612785.96;NA;3724273;41358.84;NA
"Ajuricaba";7819;2804;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7791;2794;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7709;3759;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7660;3735;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7627;3719;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7588;3700;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7508;3661;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7463;3639;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ajuricaba";7419;3618;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3860;NA;639100.96;639100.96;NA;662853;5171.98;NA
"Ajuricaba";7261;3937;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3965;NA;689967.55;689967.55;NA;700125.16;1413.3;NA
"Ajuricaba";7411;4018;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4040;NA;772323.96;772323.96;NA;792848.98;902.59;NA
"Ajuricaba";7374;3998;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4163;NA;808236.9;808236.9;NA;NA;NA;NA
"Ajuricaba";7255;4108;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4051;NA;872098.97;872098.97;NA;900227.88;37.71;NA
"Ajuricaba";7221;4089;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4131;NA;958047.43;958047.43;NA;976189.3;NA;NA
"Ajuricaba";7187;4069;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4162;NA;1075854.72;1075854.72;NA;1108721.7;3240.53;NA
"Ajuricaba";7420;4201;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4391;NA;1154679.17;1154679.17;NA;1194355.96;20122.62;NA
"Ajuricaba";7403;4192;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4462;NA;1304227.19;1304227.19;NA;1313314.54;3255.8;NA
"Ajuricaba";7387;4183;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4477;NA;1370025.47;1370025.47;NA;1379400.08;NA;NA
"Ajuricaba";7372;4174;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4195;NA;1556096.68;1556096.68;NA;1543102.48;50409.2;NA
"Ajuricaba";7358;4166;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4187;NA;1710511.34;1710511.34;NA;1726138.82;105467.23;NA
"Ajuricaba";7063;3999;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4020;NA;1763990.54;1763990.54;NA;1793655.58;11727.02;NA
"Ajuricaba";7024;3977;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3995;NA;1908859.96;1908859.96;NA;1921745.66;5096.23;NA
"Ajuricaba";6987;3956;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3974;NA;2261445.38;2261445.38;NA;2198187.43;416481.23;NA
"Alecrim";9018;1386;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alecrim";8860;1362;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alecrim";8487;2069;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alecrim";8287;2020;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alecrim";8144;1985;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alecrim";7984;1946;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2347;NA;277255.26;277255.26;NA;273762.13;1329;NA
"Alecrim";7650;1865;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2435;NA;314424.64;314424.64;NA;294707.65;975.11;NA
"Alecrim";7465;1820;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2492;NA;339993.76;339993.76;NA;332625.58;3271.38;NA
"Alecrim";7281;1775;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2286;NA;364645.9;364645.9;NA;376341.38;60814.77;NA
"Alecrim";7357;2057;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2345;NA;375194.12;375194.12;NA;378442.63;4802.15;NA
"Alecrim";7380;2063;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2485;NA;420084.73;420084.73;NA;439970.52;2367.86;NA
"Alecrim";7259;2030;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2577;NA;465520.06;465520.06;NA;NA;4080.68;NA
"Alecrim";7045;2165;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2165;NA;486501.08;486501.08;NA;533729.14;1345.9;NA
"Alecrim";6935;2131;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2186;NA;533017.25;533017.25;NA;580057.21;NA;NA
"Alecrim";6828;2098;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2215;NA;593192.88;593192.88;NA;689208.56;401.96;NA
"Alecrim";7010;2154;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2391;NA;643467.24;643467.24;NA;655106.49;134.75;NA
"Alecrim";6935;2131;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2419;NA;691613.56;691613.56;NA;699095.35;84947.61;NA
"Alecrim";6865;2110;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2494;NA;734821.61;734821.61;NA;739044.4;142084.25;NA
"Alecrim";6799;2089;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2089;NA;858925.17;858925.17;NA;857853.29;196923.08;NA
"Alecrim";6736;2070;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2070;NA;948120.49;948120.49;NA;955099.92;62806.29;NA
"Alecrim";6077;1868;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1868;NA;1001314.25;1001314.25;NA;1027540.2;100575.73;NA
"Alecrim";5950;1828;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1828;NA;1068700.99;1068700.99;NA;1079793.33;17350.64;NA
"Alecrim";5827;1791;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1791;NA;1170186.53;1170186.53;NA;1196655.94;2960.82;NA
"Alegrete";83896;73773;1998;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alegrete";84516;74318;1999;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alegrete";84338;75092;2000;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alegrete";85030;75708;2001;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alegrete";85527;76151;2002;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";73608;13971;6640061.6;5907887.48;732174.12;6386802.98;489678.34;585609.81
"Alegrete";86078;76641;2003;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";73978;13989;7697357.69;6837515.39;859842.3;7221951.17;452125.59;1469742.74
"Alegrete";87236;77672;2004;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";74885;14096;8807936.55;7901059.86;906876.69;8463818.69;53440.12;3922795.03
"Alegrete";87877;78243;2005;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";75681;14425;9706242.66;8962601.34;743641.32;9623647.4;134078.59;1021384.43
"Alegrete";88513;78809;2006;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";65349;12890;10555250.44;9733285.98;821964.46;11118069.45;655224.74;NA
"Alegrete";78188;69871;2007;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";66041;13008;10904290.74;10023710.53;880580.21;11010254.91;209177.34;38165.91
"Alegrete";79548;71086;2008;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";64164;12434;11974108.85;11038983.94;935124.91;12200372.02;154321.34;NA
"Alegrete";78984;70582;2009;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";64996;12515;12972079.51;11973720.84;998358.67;NA;432289.21;14058.14
"Alegrete";77653;69594;2010;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";59793;12319;13886420.71;12846604.26;1039816.45;14046255.06;875696.87;19030.76
"Alegrete";77140;69134;2011;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";69423;11775;15051786.33;13972008.34;1079777.99;15054138.9;376075.59;2031.37
"Alegrete";76644;68690;2012;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";62170;11920;16699665.01;15410529.03;1289135.98;17199969.14;1228522.65;2218245.11
"Alegrete";79054;70850;2013;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";64789;11954;17547306.78;16168994.14;1378312.64;17874331.07;832229.13;522409.99
"Alegrete";78768;70593;2014;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";66439;12139;19843305.24;18325889.54;1517415.7;19804273.96;1222205.45;2991970.03
"Alegrete";78499;70352;2015;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";69226;13749;21432440.68;19418657.28;2013783.4;20800645.38;2032531.57;2207379.72
"Alegrete";78244;70124;2016;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";69934;14634;24204199.1;22308954.15;1895244.95;24008659.09;717809.45;1073724.81
"Alegrete";78003;69908;2017;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";69908;14790;26583594.57;24422988.84;2160605.73;26506885.33;740759.31;6408948.07
"Alegrete";74173;66475;2018;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";66475;14884;27581034.48;25289941.83;2291092.65;28083575.56;377110.42;3159711.64
"Alegrete";73589;65952;2019;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";65952;14995;28547479.01;26171941.64;2375537.37;28902239.51;531849.75;2148423.88
"Alegrete";73028;65449;2020;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";65449;15228;30640902.25;28110362.15;2530540.1;30745490.06;907068.38;1586798.08
"Almirante Tamandare do Sul";2288;282;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alpestre";10700;1982;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alpestre";10512;1947;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alpestre";10266;2157;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alpestre";9847;2069;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alpestre";9571;2011;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alpestre";9249;1943;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2296;NA;237860.52;237860.52;NA;225067.92;399.99;NA
"Alpestre";8572;1801;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2347;NA;268789.33;268789.33;NA;254685.95;678.27;NA
"Alpestre";8198;1722;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2402;NA;277688.38;277688.38;NA;284381.97;5841.18;NA
"Alpestre";7826;1644;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2189;NA;317780.9;317780.9;NA;330891.86;6108.47;NA
"Alpestre";8972;2097;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2241;NA;380481.62;380481.62;NA;384286.23;NA;NA
"Alpestre";9017;2108;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2339;NA;429610.06;429610.06;NA;438747.45;10892.05;NA
"Alpestre";8880;2075;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2409;NA;439342.72;439342.72;NA;NA;NA;NA
"Alpestre";8027;2211;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2239;NA;477081.21;477081.21;NA;491160.89;NA;NA
"Alpestre";7856;2164;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2251;NA;529363.44;529363.44;NA;532082.03;4439.45;NA
"Alpestre";7689;2118;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2303;NA;591213.58;591213.58;NA;610138.02;15723.68;NA
"Alpestre";7871;2168;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2625;NA;644873.18;644873.18;NA;668871.36;37093.06;NA
"Alpestre";7752;2135;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2688;NA;721857.18;721857.18;NA;723126.45;32582.18;NA
"Alpestre";7640;2104;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2751;NA;792794.92;792794.92;NA;801142.21;23362.66;NA
