"ID";"Linha_Original";"Municipio";"Cod_Municipio";"POP_TOT";"POP_URB";"Ano_Ref";"Cod_Prestador";"Prestador";"Tipo_Serv";"Nat_Jur";"AG001";"ES001";"Vol_agua_tratada";"ES006";"FN001";"FN002";"FN003";"FN006";"FN007";"FN023";"FN024";"FN038";"Deflator_PIB_Acum"
21;TRUE;"Aceguá";"430003";4036;964;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;TRUE;"Aceguá";"430003";4109;981;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;152699,73;152699,73;NA;145815,8;NA;NA;NA;NA;NA
19;TRUE;"Aceguá";"430003";4149;991;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18;TRUE;"Aceguá";"430003";4188;1000;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1134;NA;NA;NA;174276,8;174276,8;NA;193808,32;NA;1591,38;NA;NA;NA
17;TRUE;"Aceguá";"430003";4138;988;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1124;NA;NA;NA;178576,85;178576,85;NA;184375,67;NA;1066,25;NA;NA;NA
16;TRUE;"Aceguá";"430003";4312;1030;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1244;NA;NA;NA;222586,77;222586,77;NA;228514,25;NA;2685,41;NA;NA;NA
15;TRUE;"Aceguá";"430003";4347;1038;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1284;NA;NA;NA;235084,92;235084,92;NA;NA;NA;2333,91;NA;NA;NA
14;TRUE;"Aceguá";"430003";4394;1059;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1224;NA;NA;NA;249568,95;249568,95;NA;259633,51;NA;2960,56;NA;NA;NA
13;TRUE;"Aceguá";"430003";4430;1068;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1064;NA;NA;NA;269415,2;269415,2;NA;275668,95;NA;NA;NA;NA;NA
12;TRUE;"Aceguá";"430003";4465;1076;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1069;NA;NA;NA;312374,79;312374,79;NA;399945,55;NA;19365,45;NA;NA;NA
11;TRUE;"Aceguá";"430003";4638;1118;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1444;NA;NA;NA;357525,93;357525,93;NA;367224,53;NA;NA;NA;NA;NA
10;TRUE;"Aceguá";"430003";4671;1126;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1488;NA;NA;NA;444046,54;444046,54;NA;450548,75;NA;NA;NA;NA;NA
9;TRUE;"Aceguá";"430003";4702;1133;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1565;NA;NA;NA;455799,89;455799,89;NA;470837,99;NA;NA;NA;NA;NA
7;TRUE;"Aceguá";"430003";4731;1140;23;"43000311";"Prefeitura Municipal de Aceguá";"Esgoto";"Administração pública direta";NA;1140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;TRUE;"Aceguá";"430003";4731;1140;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1146;NA;NA;NA;560949,55;560949,55;NA;563503,16;NA;12001,45;NA;NA;NA
6;TRUE;"Aceguá";"430003";4759;1147;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1153;NA;NA;NA;626129,59;626129,59;NA;629782,96;NA;45334,02;NA;NA;NA
5;TRUE;"Aceguá";"430003";4858;1171;25;"43000311";"Prefeitura Municipal de Aceguá";"Esgoto";"Administração pública direta";NA;580;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;TRUE;"Aceguá";"430003";4858;1171;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1177;NA;NA;NA;659158,88;659158,88;NA;685539,49;NA;3497,04;446983,8;NA;NA
3;TRUE;"Aceguá";"430003";4901;1181;26;"43000311";"Prefeitura Municipal de Aceguá";"Esgoto";"Administração pública direta";NA;640;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;TRUE;"Aceguá";"430003";4901;1181;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1187;NA;NA;NA;713951,91;713951,91;NA;729790,4;NA;6610;2961729,42;NA;NA
1;TRUE;"Aceguá";"430003";4942;1191;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1197;NA;NA;NA;800641,21;800641,21;NA;819757,35;NA;9727,87;698828,09;NA;NA
45;TRUE;"Água Santa";"430005";4392;1170;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;TRUE;"Água Santa";"430005";4480;1194;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
43;TRUE;"Água Santa";"430005";4127;1172;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;TRUE;"Água Santa";"430005";3826;1087;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41;TRUE;"Água Santa";"430005";3852;1094;9;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
40;TRUE;"Água Santa";"430005";3880;1102;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
39;TRUE;"Água Santa";"430005";3940;1119;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
38;TRUE;"Água Santa";"430005";3973;1128;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
37;TRUE;"Água Santa";"430005";4006;1138;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1075;NA;NA;NA;187002,76;187002,76;NA;205834,73;NA;7554,56;NA;NA;NA
36;TRUE;"Água Santa";"430005";3565;1242;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1149;NA;NA;NA;202109,4;202109,4;NA;204948,46;NA;10186,99;NA;NA;NA
35;TRUE;"Água Santa";"430005";3638;1267;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1204;NA;NA;NA;231108,81;231108,81;NA;240132,29;NA;NA;NA;NA;NA
34;TRUE;"Água Santa";"430005";3619;1261;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1323;NA;NA;NA;250918,77;250918,77;NA;NA;NA;NA;NA;NA;NA
33;TRUE;"Água Santa";"430005";3722;1447;17;"43000511";"Prefeitura Municipal de Água Santa";"Esgoto";"Administração pública direta";NA;1447;NA;NA;950;NA;950;950;NA;NA;NA;NA;NA
32;TRUE;"Água Santa";"430005";3722;1447;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1260;NA;NA;NA;266138,26;266138,26;NA;274630,07;NA;NA;NA;NA;NA
31;TRUE;"Água Santa";"430005";3717;1445;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1481;NA;NA;NA;284936,06;284936,06;NA;286808,38;NA;NA;NA;NA;NA
30;TRUE;"Água Santa";"430005";3712;1443;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1387;NA;NA;NA;328190,39;328190,39;NA;391102,54;NA;4555,8;NA;NA;NA
29;TRUE;"Água Santa";"430005";3838;1492;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1417;NA;NA;NA;352981,54;352981,54;NA;363834,22;NA;NA;NA;NA;NA
28;TRUE;"Água Santa";"430005";3839;1492;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1471;NA;NA;NA;398613,63;398613,63;NA;405587,98;NA;NA;NA;NA;NA
27;TRUE;"Água Santa";"430005";3840;1493;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1514;NA;NA;NA;420867,58;420867,58;NA;423061,75;NA;NA;NA;NA;NA
26;TRUE;"Água Santa";"430005";3841;1493;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1493;NA;NA;NA;482108,77;482108,77;NA;485876,46;NA;15266,53;NA;NA;NA
25;TRUE;"Água Santa";"430005";3841;1493;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1493;NA;NA;NA;548629,44;548629,44;NA;553854,88;NA;NA;NA;NA;NA
24;TRUE;"Água Santa";"430005";3753;1459;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1459;NA;NA;NA;582311,74;582311,74;NA;598537,74;NA;NA;NA;NA;NA
23;TRUE;"Água Santa";"430005";3748;1457;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1457;NA;NA;NA;642366,4;642366,4;NA;656080,1;NA;NA;NA;NA;NA
22;TRUE;"Água Santa";"430005";3743;1455;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1455;NA;NA;NA;720717,57;720717,57;NA;740419,29;NA;773277,82;NA;NA;NA
68;TRUE;"Agudo";"430010";16127;4998;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
67;TRUE;"Agudo";"430010";16070;4980;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
66;TRUE;"Agudo";"430010";17455;5655;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";5730;NA;NA;NA;NA;517511,73;NA;493191,95;NA;4814,97;NA;NA;NA
65;TRUE;"Agudo";"430010";17533;5680;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";5956;NA;NA;NA;258961,3;258961,3;NA;528130,82;NA;8126,01;NA;NA;NA
64;TRUE;"Agudo";"430010";17610;5705;9;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6149;NA;NA;NA;642667,23;642667,23;NA;630679,5;NA;25643,14;NA;NA;NA
63;TRUE;"Agudo";"430010";17682;5729;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6370;NA;NA;NA;764353,68;764353,68;NA;740348,56;NA;4352,69;NA;NA;NA
62;TRUE;"Agudo";"430010";17833;5777;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6559;NA;NA;NA;888135,51;888135,51;NA;869904,73;NA;17857,46;NA;NA;NA
61;TRUE;"Agudo";"430010";17917;5805;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6741;NA;NA;NA;993950,99;993950,99;NA;974992,85;NA;11028,9;53459,85;NA;NA
60;TRUE;"Agudo";"430010";18000;5832;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6302;NA;NA;NA;1097525,23;1097525,23;NA;1155409,73;NA;12302,23;NA;NA;NA
59;TRUE;"Agudo";"430010";16714;6626;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6499;NA;NA;NA;1192474,62;1192474,62;NA;1185505,02;NA;16321,2;NA;NA;NA
58;TRUE;"Agudo";"430010";17114;6785;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6989;NA;NA;NA;1315072,12;1315072,12;NA;1321261,94;NA;51892,47;NA;NA;NA
57;TRUE;"Agudo";"430010";17063;6764;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7257;NA;NA;NA;1412658,48;1412658,48;NA;NA;NA;10706,3;6625719,26;NA;NA
56;TRUE;"Agudo";"430010";16722;6889;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6726;NA;NA;NA;1534077,81;1534077,81;NA;1542622,9;NA;1093358,12;NA;NA;NA
55;TRUE;"Agudo";"430010";16666;6866;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";6977;NA;NA;NA;1681583,46;1681583,46;NA;1657288,36;NA;608369,85;NA;NA;NA
54;TRUE;"Agudo";"430010";16612;6844;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7093;NA;NA;NA;1765728,07;1765728,07;NA;1904966,7;NA;1538594,79;NA;NA;NA
53;TRUE;"Agudo";"430010";17161;7070;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7646;NA;NA;NA;1911943,09;1911943,09;NA;1948305,91;NA;647123,12;NA;NA;NA
52;TRUE;"Agudo";"430010";17140;7061;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7484;NA;NA;NA;2271006,46;2271006,46;NA;2312030,93;NA;6706,73;NA;NA;NA
51;TRUE;"Agudo";"430010";17120;7053;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";8002;NA;NA;NA;2394747,84;2394747,84;NA;2306081,53;NA;412678,85;NA;NA;NA
50;TRUE;"Agudo";"430010";17102;7046;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7429;NA;NA;NA;2606043,23;2606043,23;NA;2695223,75;NA;374242,2;NA;NA;NA
49;TRUE;"Agudo";"430010";17085;7039;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7422;NA;NA;NA;2912426,8;2912426,8;NA;2917577,86;NA;352495,4;NA;NA;NA
48;TRUE;"Agudo";"430010";16524;6807;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7184;NA;NA;NA;3039773,75;3039773,75;NA;3114673,61;NA;914354,19;NA;NA;NA
47;TRUE;"Agudo";"430010";16461;6781;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7168;NA;NA;NA;3286539,17;3286539,17;NA;3356585,25;NA;45892,25;NA;NA;NA
46;TRUE;"Agudo";"430010";16401;6757;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";7150;NA;NA;NA;3612785,96;3612785,96;NA;3724273;NA;41358,84;NA;NA;NA
91;TRUE;"Ajuricaba";"430020";7819;2804;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
90;TRUE;"Ajuricaba";"430020";7791;2794;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
89;TRUE;"Ajuricaba";"430020";7709;3759;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
88;TRUE;"Ajuricaba";"430020";7660;3735;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
87;TRUE;"Ajuricaba";"430020";7627;3719;9;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
86;TRUE;"Ajuricaba";"430020";7588;3700;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
85;TRUE;"Ajuricaba";"430020";7508;3661;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
84;TRUE;"Ajuricaba";"430020";7463;3639;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
83;TRUE;"Ajuricaba";"430020";7419;3618;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";3860;NA;NA;NA;639100,96;639100,96;NA;662853;NA;5171,98;NA;NA;NA
82;TRUE;"Ajuricaba";"430020";7261;3937;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";3965;NA;NA;NA;689967,55;689967,55;NA;700125,16;NA;1413,3;NA;NA;NA
81;TRUE;"Ajuricaba";"430020";7411;4018;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4040;NA;NA;NA;772323,96;772323,96;NA;792848,98;NA;902,59;NA;NA;NA
80;TRUE;"Ajuricaba";"430020";7374;3998;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4163;NA;NA;NA;808236,9;808236,9;NA;NA;NA;NA;NA;NA;NA
79;TRUE;"Ajuricaba";"430020";7255;4108;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4051;NA;NA;NA;872098,97;872098,97;NA;900227,88;NA;37,71;NA;NA;NA
78;TRUE;"Ajuricaba";"430020";7221;4089;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4131;NA;NA;NA;958047,43;958047,43;NA;976189,3;NA;NA;NA;NA;NA
77;TRUE;"Ajuricaba";"430020";7187;4069;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4162;NA;NA;NA;1075854,72;1075854,72;NA;1108721,7;NA;3240,53;NA;NA;NA
76;TRUE;"Ajuricaba";"430020";7420;4201;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4391;NA;NA;NA;1154679,17;1154679,17;NA;1194355,96;NA;20122,62;NA;NA;NA
75;TRUE;"Ajuricaba";"430020";7403;4192;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4462;NA;NA;NA;1304227,19;1304227,19;NA;1313314,54;NA;3255,8;NA;NA;NA
74;TRUE;"Ajuricaba";"430020";7387;4183;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4477;NA;NA;NA;1370025,47;1370025,47;NA;1379400,08;NA;NA;NA;NA;NA
73;TRUE;"Ajuricaba";"430020";7372;4174;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4195;NA;NA;NA;1556096,68;1556096,68;NA;1543102,48;NA;50409,2;NA;NA;NA
72;TRUE;"Ajuricaba";"430020";7358;4166;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4187;NA;NA;NA;1710511,34;1710511,34;NA;1726138,82;NA;105467,23;NA;NA;NA
71;TRUE;"Ajuricaba";"430020";7063;3999;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";4020;NA;NA;NA;1763990,54;1763990,54;NA;1793655,58;NA;11727,02;NA;NA;NA
70;TRUE;"Ajuricaba";"430020";7024;3977;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";3995;NA;NA;NA;1908859,96;1908859,96;NA;1921745,66;NA;5096,23;NA;NA;NA
69;TRUE;"Ajuricaba";"430020";6987;3956;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";3974;NA;NA;NA;2261445,38;2261445,38;NA;2198187,43;NA;416481,23;NA;NA;NA
114;TRUE;"Alecrim";"430030";9018;1386;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
113;TRUE;"Alecrim";"430030";8860;1362;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
112;TRUE;"Alecrim";"430030";8487;2069;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
111;TRUE;"Alecrim";"430030";8287;2020;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
110;TRUE;"Alecrim";"430030";8144;1985;9;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109;TRUE;"Alecrim";"430030";7984;1946;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2347;NA;NA;NA;277255,26;277255,26;NA;273762,13;NA;1329;NA;NA;NA
108;TRUE;"Alecrim";"430030";7650;1865;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2435;NA;NA;NA;314424,64;314424,64;NA;294707,65;NA;975,11;NA;NA;NA
107;TRUE;"Alecrim";"430030";7465;1820;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2492;NA;NA;NA;339993,76;339993,76;NA;332625,58;NA;3271,38;NA;NA;NA
106;TRUE;"Alecrim";"430030";7281;1775;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2286;NA;NA;NA;364645,9;364645,9;NA;376341,38;NA;60814,77;NA;NA;NA
105;TRUE;"Alecrim";"430030";7357;2057;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2345;NA;NA;NA;375194,12;375194,12;NA;378442,63;NA;4802,15;NA;NA;NA
104;TRUE;"Alecrim";"430030";7380;2063;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2485;NA;NA;NA;420084,73;420084,73;NA;439970,52;NA;2367,86;NA;NA;NA
103;TRUE;"Alecrim";"430030";7259;2030;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2577;NA;NA;NA;465520,06;465520,06;NA;NA;NA;4080,68;NA;NA;NA
102;TRUE;"Alecrim";"430030";7045;2165;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2165;NA;NA;NA;486501,08;486501,08;NA;533729,14;NA;1345,9;NA;NA;NA
101;TRUE;"Alecrim";"430030";6935;2131;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2186;NA;NA;NA;533017,25;533017,25;NA;580057,21;NA;NA;NA;NA;NA
100;TRUE;"Alecrim";"430030";6828;2098;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2215;NA;NA;NA;593192,88;593192,88;NA;689208,56;NA;401,96;NA;NA;NA
99;TRUE;"Alecrim";"430030";7010;2154;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2391;NA;NA;NA;643467,24;643467,24;NA;655106,49;NA;134,75;NA;NA;NA
98;TRUE;"Alecrim";"430030";6935;2131;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2419;NA;NA;NA;691613,56;691613,56;NA;699095,35;NA;84947,61;NA;NA;NA
97;TRUE;"Alecrim";"430030";6865;2110;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2494;NA;NA;NA;734821,61;734821,61;NA;739044,4;NA;142084,25;NA;NA;NA
96;TRUE;"Alecrim";"430030";6799;2089;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2089;NA;NA;NA;858925,17;858925,17;NA;857853,29;NA;196923,08;NA;NA;NA
95;TRUE;"Alecrim";"430030";6736;2070;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2070;NA;NA;NA;948120,49;948120,49;NA;955099,92;NA;62806,29;NA;NA;NA
94;TRUE;"Alecrim";"430030";6077;1868;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1868;NA;NA;NA;1001314,25;1001314,25;NA;1027540,2;NA;100575,73;NA;NA;NA
93;TRUE;"Alecrim";"430030";5950;1828;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1828;NA;NA;NA;1068700,99;1068700,99;NA;1079793,33;NA;17350,64;NA;NA;NA
92;TRUE;"Alecrim";"430030";5827;1791;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1791;NA;NA;NA;1170186,53;1170186,53;NA;1196655,94;NA;2960,82;NA;NA;NA
137;TRUE;"Alegrete";"430040";83896;73773;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
136;TRUE;"Alegrete";"430040";84516;74318;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
135;TRUE;"Alegrete";"430040";84338;75092;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
134;TRUE;"Alegrete";"430040";85030;75708;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
