"ID";"Linha_Original";"Municipio";"Cod_Municipio";"POP_TOT";"POP_URB";"Ano_Ref";"Cod_Prestador";"Prestador";"Tipo_Serv";"Nat_Jur";"AG001";"ES001";"Vol_agua_tratada";"ES006";"FN001";"FN002";"FN003";"FN006";"FN007";"FN023";"FN024";"FN038";"Deflator_PIB_Acum"
3467;TRUE;"Giruá";"430900";17070;12484;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";13158;NA;NA;NA;2254533,76;2254533,76;NA;2344280,81;NA;7136,44;NA;NA;NA
3466;TRUE;"Giruá";"430900";17303;12654;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";13321;NA;NA;NA;2462407,42;2462407,42;NA;2571376,59;NA;34105,82;NA;NA;NA
3465;TRUE;"Giruá";"430900";17139;12534;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";13512;NA;NA;NA;2683610,87;2683610,87;NA;NA;NA;41115,13;NA;NA;NA
3464;TRUE;"Giruá";"430900";17075;12907;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";12695;NA;NA;NA;2754270,16;2754270,16;NA;2957842,57;NA;122815,56;NA;NA;NA
3463;TRUE;"Giruá";"430900";16947;12810;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";12852;NA;NA;NA;3075978,53;3075978,53;NA;3200644,67;NA;21899,56;NA;NA;NA
3462;TRUE;"Giruá";"430900";16823;12717;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";12808;NA;NA;NA;3415583,24;3415583,24;NA;3550330,73;NA;82196,51;NA;NA;NA
3461;TRUE;"Giruá";"430900";17343;13110;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";13494;NA;NA;NA;3538494,51;3538494,51;NA;3704602,01;NA;155478,4;NA;NA;NA
3460;TRUE;"Giruá";"430900";17269;13054;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";13694;NA;NA;NA;3910337,7;3910337,7;NA;3993611,75;NA;20597,77;1102,19;NA;NA
3459;TRUE;"Giruá";"430900";17198;13000;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";13854;NA;NA;NA;4123180,54;4123180,54;NA;4186657,31;NA;71470,3;NA;NA;NA
3458;TRUE;"Giruá";"430900";17132;12950;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";12950;NA;NA;NA;4694054,19;4694054,19;NA;4716589,27;NA;437395,97;NA;NA;NA
3457;TRUE;"Giruá";"430900";17069;12902;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";12902;NA;NA;NA;5159602,2;5159602,2;NA;5210732,72;NA;173696,9;NA;NA;NA
3456;TRUE;"Giruá";"430900";16151;12209;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";12209;NA;NA;NA;5288814,87;5288814,87;NA;5429574,14;NA;60575,12;NA;NA;NA
3455;TRUE;"Giruá";"430900";16004;12097;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";12097;NA;NA;NA;5611311,19;5611311,19;NA;5775195,72;NA;27319,82;NA;NA;NA
3454;TRUE;"Giruá";"430900";15863;11991;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";11991;NA;NA;NA;6133445,17;6133445,17;NA;6318810,39;NA;235954,64;NA;NA;NA
3499;TRUE;"Glorinha";"430905";4797;1043;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";1111;NA;NA;NA;NA;75563;NA;85496;NA;3104;NA;NA;NA
3498;TRUE;"Glorinha";"430905";4832;1051;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1247;NA;NA;NA;NA;126288,57;NA;114464,62;NA;243,63;NA;NA;NA
3497;TRUE;"Glorinha";"430905";5684;1285;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1456;NA;NA;NA;NA;154158,54;NA;154899,55;NA;1110,91;NA;NA;NA
3496;TRUE;"Glorinha";"430905";5807;1313;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";1634;NA;NA;NA;131031,02;131031,02;NA;182564,48;NA;3665;NA;NA;NA
3495;TRUE;"Glorinha";"430905";5915;1337;9;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2012;NA;NA;NA;261341,73;261341,73;NA;239439,07;NA;305,4;NA;NA;NA
3494;TRUE;"Glorinha";"430905";6022;1361;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2492;NA;NA;NA;330961,9;330961,9;NA;308535,07;NA;94,25;NA;NA;NA
3493;TRUE;"Glorinha";"430905";6247;1412;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2705;NA;NA;NA;405932,75;405932,75;NA;444292,6;NA;NA;NA;NA;NA
3492;TRUE;"Glorinha";"430905";6371;1440;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2958;NA;NA;NA;544602,47;544602,47;NA;542393,88;NA;1591,2;NA;NA;NA
3491;TRUE;"Glorinha";"430905";6495;1468;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2168;NA;NA;NA;558110,62;558110,62;NA;587963,94;NA;54425,53;NA;NA;NA
3490;TRUE;"Glorinha";"430905";6908;1906;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2825;NA;NA;NA;655583,35;655583,35;NA;658179,12;NA;26104,24;NA;NA;NA
3489;TRUE;"Glorinha";"430905";7364;2032;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2507;NA;NA;NA;755557,68;755557,68;NA;795058,14;NA;81569;NA;NA;NA
3488;TRUE;"Glorinha";"430905";7531;2078;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2699;NA;NA;NA;810316,08;810316,08;NA;NA;NA;442,56;NA;NA;NA
3487;TRUE;"Glorinha";"430905";6891;2067;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2730;NA;NA;NA;809741,33;809741,33;NA;891877,56;NA;NA;NA;NA;NA
3486;TRUE;"Glorinha";"430905";6984;2095;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2139;NA;NA;NA;975919,22;975919,22;NA;996543,47;NA;NA;NA;NA;NA
3485;TRUE;"Glorinha";"430905";7074;2122;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";2222;NA;NA;NA;1064549,89;1064549,89;NA;1113347,7;NA;NA;2657210,12;NA;NA
3484;TRUE;"Glorinha";"430905";7364;2209;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";3379;NA;NA;NA;1202214,92;1202214,92;NA;1299655,61;NA;NA;4422011,93;NA;NA
3483;TRUE;"Glorinha";"430905";7443;2233;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";3503;NA;NA;NA;1417271,55;1417271,55;NA;1448447,61;NA;NA;1761921,92;NA;NA
3482;TRUE;"Glorinha";"430905";7518;2255;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";3706;23;NA;NA;1542630,93;1542630,93;NA;1564511,25;NA;NA;291098,25;NA;NA
3481;TRUE;"Glorinha";"430905";7588;2276;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";2276;621;NA;93,06;1830338,99;1799896,1;30442,89;1841773,58;NA;56843,64;NA;NA;NA
3480;TRUE;"Glorinha";"430905";7654;2296;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";2296;766;NA;79,1;2119287,77;2014003;105284,77;2139021,75;NA;1084890,1;NA;NA;NA
3479;TRUE;"Glorinha";"430905";7988;2396;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";2396;1229;NA;115,54;2305849,36;2171002,07;134847,29;2329209,23;NA;221717,73;NA;NA;NA
3478;TRUE;"Glorinha";"430905";8098;2429;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";2429;1574;NA;150,62;2426230,71;2107073,63;319157,08;2475252,13;NA;142224,57;40462,4;NA;NA
3477;TRUE;"Glorinha";"430905";8204;2461;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";2461;1689;NA;164,09;2552711,66;2165782,2;386929,46;2618589,56;NA;10648,72;NA;NA;NA
3522;TRUE;"Gramado";"430910";26377;21879;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3521;TRUE;"Gramado";"430910";26945;22350;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3520;TRUE;"Gramado";"430910";28593;23328;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3519;TRUE;"Gramado";"430910";29372;23964;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3518;TRUE;"Gramado";"430910";29960;24443;9;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3517;TRUE;"Gramado";"430910";30595;24961;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3516;TRUE;"Gramado";"430910";31927;26048;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3515;TRUE;"Gramado";"430910";32664;26649;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3514;TRUE;"Gramado";"430910";33396;27247;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água";"Sociedade de economia mista com administração pública";31038;3554;NA;290;8174443,56;7892622,35;281821,21;8315211,63;NA;191713,44;450853,26;NA;NA
3513;TRUE;"Gramado";"430910";31652;28080;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";38757;4723;NA;353;8752700,43;8314636,66;438063,77;8862227,21;NA;172511,95;81515,9;NA;NA
3512;TRUE;"Gramado";"430910";33257;29504;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";33759;4521;NA;372,59;9776599,4;9224323,9;552275,5;9932415,75;NA;216840,26;112222,99;NA;NA
3511;TRUE;"Gramado";"430910";33706;29902;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";34589;4876;NA;490,79;10903266,3;10190963,38;712302,92;NA;NA;93959,95;NA;NA;NA
3510;TRUE;"Gramado";"430910";32273;29013;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";30985;6322;NA;514,97;11596154;10781153,47;815000,53;11899974,29;NA;510946,67;261747,23;NA;NA
3509;TRUE;"Gramado";"430910";32556;29267;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";29593;7517;NA;531;13245638,15;12243334,72;1002303,43;13317023,26;NA;78892,85;175669,55;NA;NA
3508;TRUE;"Gramado";"430910";32829;29513;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";30179;6311;NA;531;15460987,16;14180675,68;1280311,48;15777596,71;NA;115745,97;1291920,06;NA;NA
3507;TRUE;"Gramado";"430910";34110;30664;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";34110;7652;NA;488,51;17206318,08;15606722,52;1599595,56;17497194,46;NA;NA;1657767,76;NA;NA
3506;TRUE;"Gramado";"430910";34365;30894;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";34365;8344;NA;556;20349882,92;18288521,7;2061361,22;20482236,38;NA;83932,24;1264256,9;NA;NA
3505;TRUE;"Gramado";"430910";34605;31109;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";34605;9196;NA;666,6;23142376,81;19903257,93;3239118,88;22574057,38;NA;286043,24;1018247,55;NA;NA
3504;TRUE;"Gramado";"430910";34832;31314;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";31656;10131;NA;692,36;26291736,34;23228405,53;3063330,81;26173389,97;NA;273503,19;408346,39;NA;NA
3503;TRUE;"Gramado";"430910";35047;31507;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";31860;10500;NA;735,6;27477454,63;26145576;1331878,63;27682549,52;NA;281948,9;NA;NA;NA
3502;TRUE;"Gramado";"430910";35875;32251;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";32597;10981;NA;718,14;28192155,71;28136431,32;55724,39;28164397,47;NA;3946754,77;237716;NA;NA
3501;TRUE;"Gramado";"430910";36232;32572;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";32925;11748;NA;764,98;31123086,94;31056411,36;66675,58;31283265,97;NA;565554,68;1743458,63;NA;NA
3500;TRUE;"Gramado";"430910";36555;32862;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";33208;11952;NA;639,75;30086417,26;30005060,56;81356,7;30388861,53;NA;2163509,35;2268921,17;NA;NA
3527;TRUE;"Gramado dos Loureiros";"430912";2248;521;18;"43091211";"Prefeitura Municipal de Gramado dos Loureiros";"Água";"Administração pública direta";1850;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3526;TRUE;"Gramado dos Loureiros";"430912";2258;523;23;"43091211";"Prefeitura Municipal de Gramado dos Loureiros";"Água";"Administração pública direta";2258;NA;74;NA;82200;28100;NA;55080;54100;NA;NA;NA;NA
3525;TRUE;"Gramado dos Loureiros";"430912";2247;521;24;"43091211";"Prefeitura Municipal de Gramado dos Loureiros";"Água";"Administração pública direta";2247;NA;74;NA;92300;38300;NA;61200;54000;NA;NA;NA;NA
3524;TRUE;"Gramado dos Loureiros";"430912";2106;488;25;"43091211";"Prefeitura Municipal de Gramado dos Loureiros";"Água";"Administração pública direta";2106;NA;74;NA;92300;38300;NA;61200;54000;NA;NA;NA;NA
3523;TRUE;"Gramado dos Loureiros";"430912";2058;477;27;"43091211";"Prefeitura Municipal de Gramado dos Loureiros";"Água";"Administração pública direta";800;NA;NA;NA;82364;NA;NA;82364;82364;NA;NA;NA;NA
3537;TRUE;"Gramado Xavier";"430915";4124;441;16;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";322;NA;NA;NA;53235;53235;NA;53235;NA;NA;NA;NA;NA
3536;TRUE;"Gramado Xavier";"430915";3970;529;17;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";790;NA;NA;NA;67601,59;67601,59;NA;67601,59;NA;37989;NA;NA;NA
3535;TRUE;"Gramado Xavier";"430915";3994;532;18;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";919;NA;NA;NA;78719,8;78719,8;NA;78719,8;NA;NA;NA;NA;NA
3534;TRUE;"Gramado Xavier";"430915";4016;535;19;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";969;NA;NA;NA;78864,07;78864,07;NA;78864,07;NA;NA;NA;NA;NA
3533;TRUE;"Gramado Xavier";"430915";4190;558;21;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";636;NA;NA;NA;145000;145000;NA;157151;NA;NA;NA;NA;NA
3532;TRUE;"Gramado Xavier";"430915";4232;564;23;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";1680;NA;NA;NA;199946,25;199946,25;NA;191511,44;NA;NA;NA;NA;NA
3531;TRUE;"Gramado Xavier";"430915";4251;566;24;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";1933;NA;NA;NA;193284,02;193284,02;NA;190187,42;NA;NA;NA;NA;NA
3530;TRUE;"Gramado Xavier";"430915";4297;573;25;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";1933;NA;NA;NA;202136,48;202136,48;NA;202136,48;NA;NA;NA;NA;NA
3529;TRUE;"Gramado Xavier";"430915";4325;576;26;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";1950;NA;NA;NA;217791,6;217791,6;NA;217791,6;NA;NA;NA;NA;NA
3528;TRUE;"Gramado Xavier";"430915";4352;580;27;"43091511";"Prefeitura Municipal de Gramado Xavier";"Água";"Administração pública direta";1950;NA;NA;NA;219158,92;219158,92;NA;219158,92;NA;NA;NA;NA;NA
3560;TRUE;"Gravataí";"430920";217723;200924;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";94961;8925;NA;25;NA;6242842;45073;6692902;NA;6864302;23769952;NA;NA
3559;TRUE;"Gravataí";"430920";223011;205804;6;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";84435;6510;NA;518;NA;7457433,85;70119,22;7240020,12;NA;4873904,07;6238267,14;NA;NA
3558;TRUE;"Gravataí";"430920";232629;212144;7;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";94175;6595;NA;45;NA;7917252,38;1718749,78;9161479,07;NA;1567399,32;2405075;NA;NA
3557;TRUE;"Gravataí";"430920";238759;217734;8;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";102479;6580;NA;645;8392749,32;5960423,17;2432326,15;10517044,63;NA;811062,53;428920,78;NA;NA
3556;TRUE;"Gravataí";"430920";243485;222044;9;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";111322;20217;NA;1027;12937473,99;11220469,11;1717004,88;13213910,52;NA;2992317,98;3510810,29;NA;NA
3555;TRUE;"Gravataí";"430920";248523;226638;10;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";201292;56976;NA;3310;23176315,23;20348308,01;2828007,22;21160494,91;NA;1363336,74;3212559,65;NA;NA
3554;TRUE;"Gravataí";"430920";259100;236284;11;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";204365;57543;NA;3769,2;25205336,82;22702853,22;2502483,6;26281078,46;NA;1120690,63;596978,5;NA;NA
3553;TRUE;"Gravataí";"430920";264953;241622;12;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";207368;58592;NA;3759;26224635,95;23730202,34;2494433,61;28249752,85;NA;2123487,68;53305,18;NA;NA
3552;TRUE;"Gravataí";"430920";270763;246920;13;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";171914;48669;NA;3781;29696349,52;26368922,64;3327426,88;32059809,82;NA;571265,48;29218,12;NA;NA
3551;TRUE;"Gravataí";"430920";261150;238153;14;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";172410;48623;NA;4045;32768842,97;29401064,5;3367778,47;35338948,28;NA;382646,14;139742,55;NA;NA
3550;TRUE;"Gravataí";"430920";266230;242786;15;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";173456;47851;NA;3496,8;37333962,15;33421456,18;3912505,97;40053011,26;NA;3184397,27;9031,46;NA;NA
3549;TRUE;"Gravataí";"430920";269446;245718;16;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";177981;49546;NA;3994,79;40647146,03;36372738,63;4274407,4;NA;NA;2911803,79;NA;NA;NA
3548;TRUE;"Gravataí";"430920";255660;243497;17;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";175975;53492;NA;4240,07;43218702,95;38815857;4402845,95;46893771,97;NA;4086920,77;194552,7;NA;NA
3547;TRUE;"Gravataí";"430920";257428;245181;18;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";246857;54411;NA;4292;48412211,51;43371554,71;5040656,8;49927813,45;NA;3166258,68;393164,32;NA;NA
3546;TRUE;"Gravataí";"430920";259138;246810;19;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";186552;56824;NA;4292;53415140,38;47461449,19;5953691,19;55253312,33;NA;8789125,74;2926176,12;NA;NA
3545;TRUE;"Gravataí";"430920";269022;256223;20;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";195747;60311;NA;1278,89;57330321;50631363,41;6698957,59;59549717,79;NA;2358795,14;149959,35;NA;NA
3544;TRUE;"Gravataí";"430920";270689;257811;21;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";203572;65035;NA;1872;65614689,11;57905254,2;7709434,91;66413113,54;NA;4113639,93;4546271,64;NA;NA
3543;TRUE;"Gravataí";"430920";272257;259304;22;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";223819;69575;NA;1720,98;70526256,43;60042752,56;10483503,87;69049519,38;NA;3015223,22;2361183,15;NA;NA
3542;TRUE;"Gravataí";"430920";273742;260719;23;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";260719;76204;NA;1265,39;77814687,98;68133937,56;9680750,42;81567028,31;NA;1653278,57;3257173,93;NA;NA
3541;TRUE;"Gravataí";"430920";275146;262056;24;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";262056;78475;NA;1507,93;85351626,75;74428486,53;10923140,22;85598728,08;NA;1681804,91;5849608,27;NA;NA
3540;TRUE;"Gravataí";"430920";279398;266106;25;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";266106;80744;NA;1586,39;92235188,8;80804690,54;11430498,26;89774308,4;NA;1054526,25;6209694,42;NA;NA
3539;TRUE;"Gravataí";"430920";281519;268126;26;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";268126;94510;NA;1639,85;94033863,47;81593749,02;12440114,45;95556079,16;NA;803729,78;8545445,72;NA;NA
3538;TRUE;"Gravataí";"430920";283620;270127;27;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";270127;108260;NA;1516,29;102587176,41;87298229,49;15288946,92;101765201,9;NA;6486002,82;11173925,71;NA;NA
3572;TRUE;"Guabiju";"430925";1702;716;16;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";716;NA;NA;NA;55204;55204;NA;70294;NA;15248;NA;NA;NA
3571;TRUE;"Guabiju";"430925";1598;738;17;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";716;NA;NA;NA;58022,98;58022,98;NA;58022,98;NA;NA;NA;NA;NA
3570;TRUE;"Guabiju";"430925";1587;733;18;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";726;NA;NA;NA;65983,82;65983,82;NA;65983,82;NA;NA;NA;NA;NA
3569;TRUE;"Guabiju";"430925";1576;728;19;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";726;NA;NA;NA;68449,81;68449,81;NA;68449,81;NA;NA;NA;NA;NA
3568;TRUE;"Guabiju";"430925";1625;750;20;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";750;NA;NA;NA;75191,58;75191,58;NA;75191,58;NA;NA;NA;NA;NA
3567;TRUE;"Guabiju";"430925";1618;747;21;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";747;NA;NA;NA;85614,22;85614,22;NA;85614,22;NA;NA;NA;NA;NA
3566;TRUE;"Guabiju";"430925";1612;744;22;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";740;NA;NA;NA;90377,82;90377,82;NA;90377,82;NA;NA;NA;NA;NA
3565;TRUE;"Guabiju";"430925";1606;742;23;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";780;NA;NA;NA;105124,48;105124,48;NA;105124,48;NA;NA;NA;NA;NA
3564;TRUE;"Guabiju";"430925";1600;739;24;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";780;NA;NA;NA;127127,88;127127,88;NA;127127,88;NA;NA;NA;NA;NA
3563;TRUE;"Guabiju";"430925";1516;700;25;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";780;NA;NA;NA;146023,06;146023,06;NA;146023,06;NA;NA;NA;NA;NA
3562;TRUE;"Guabiju";"430925";1503;694;26;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";780;NA;NA;NA;154749,41;154749,41;NA;154749,41;NA;NA;NA;NA;NA
3561;TRUE;"Guabiju";"430925";1490;688;27;"43092511";"Prefeitura Municipal de Guabiju";"Água";"Administração pública direta";1000;NA;NA;NA;190960,25;190960,25;NA;190960,25;NA;NA;NA;NA;NA
3597;TRUE;"Guaíba";"430930";85969;84022;3;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";80000;663;NA;NA;4911917,25;4903910,25;8007;4785163,78;NA;2292609,81;NA;NA;NA
3596;TRUE;"Guaíba";"430930";88261;86262;4;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";82902;1;NA;NA;5736313;5726502;9811;5634488;NA;1642583;NA;NA;NA
3595;TRUE;"Guaíba";"430930";90277;88232;5;"43149000";"Companhia Rio-Grandense de Saneamento";"Água e Esgoto";"Sociedade de economia mista com administração pública";87320;693;NA;2;NA;5739671;14857;6182043;NA;921668;NA;NA;NA
